6, 92, 240
4, 89, 235
7, 92, 238
10, 93, 239
11, 94, 240
11, 94, 240
12, 95, 241
9, 89, 236
9, 90, 235
11, 92, 237
17, 96, 241
15, 94, 239
13, 92, 237
14, 93, 238
17, 94, 240
18, 95, 241
16, 93, 239
16, 91, 237
22, 95, 241
20, 93, 237
25, 96, 240
22, 93, 237
13, 97, 239
12, 96, 238
12, 94, 236
11, 93, 235
14, 93, 236
17, 96, 239
17, 95, 238
15, 93, 236
15, 91, 234
16, 92, 235
19, 95, 238
20, 96, 239
20, 93, 237
18, 91, 235
25, 95, 239
23, 93, 237
22, 92, 236
23, 93, 237
26, 96, 240
27, 97, 241
24, 94, 238
27, 97, 241
26, 96, 240
24, 94, 238
23, 93, 237
23, 93, 237
15, 105, 253
19, 108, 253
11, 97, 239
15, 100, 240
19, 101, 242
18, 100, 241
16, 98, 239
15, 97, 238
18, 98, 239
21, 101, 242
17, 96, 237
14, 93, 234
15, 91, 233
16, 92, 234
20, 94, 236
21, 95, 237
19, 93, 235
17, 91, 233
26, 96, 239
24, 94, 237
22, 92, 235
24, 94, 237
27, 97, 240
28, 98, 241
27, 97, 240
25, 95, 238
27, 97, 240
26, 96, 239
25, 95, 238
24, 94, 237
24, 94, 237
25, 95, 238
26, 96, 239
4, 92, 240
5, 91, 239
3, 91, 239
5, 93, 241
8, 96, 244
11, 99, 247
15, 101, 247
13, 99, 241
17, 102, 242
21, 103, 244
20, 102, 243
17, 99, 240
16, 98, 239
20, 100, 241
22, 102, 243
17, 96, 237
15, 94, 235
15, 91, 233
16, 92, 234
20, 94, 236
21, 95, 237
20, 94, 236
19, 91, 233
26, 96, 239
24, 94, 237
23, 93, 236
24, 94, 237
27, 97, 240
29, 99, 242
28, 98, 241
26, 96, 239
26, 96, 239
26, 96, 239
26, 96, 239
25, 95, 238
25, 95, 238
26, 96, 239
26, 96, 239
26, 96, 239
25, 93, 236
9, 95, 241
10, 96, 242
10, 96, 242
11, 97, 243
9, 95, 241
8, 93, 239
5, 91, 237
4, 90, 236
6, 92, 238
8, 94, 240
10, 96, 240
14, 98, 240
18, 100, 241
20, 102, 243
19, 101, 242
18, 98, 239
17, 97, 238
20, 99, 240
23, 102, 243
20, 96, 238
18, 94, 236
18, 92, 234
19, 93, 235
22, 96, 238
23, 97, 239
23, 95, 237
21, 93, 235
27, 97, 240
25, 95, 238
23, 93, 236
25, 95, 238
28, 98, 241
30, 100, 243
28, 98, 241
26, 96, 239
26, 96, 239
26, 96, 239
27, 97, 240
27, 97, 240
27, 97, 240
27, 97, 240
26, 96, 239
26, 96, 239
24, 94, 237
24, 94, 237
28, 96, 239
28, 96, 239
6, 92, 238
7, 93, 239
8, 94, 240
9, 95, 241
10, 96, 242
11, 97, 243
12, 97, 243
17, 102, 248
15, 100, 246
14, 97, 243
11, 94, 240
10, 93, 239
11, 94, 240
12, 95, 241
13, 96, 241
15, 97, 239
18, 100, 241
19, 101, 242
18, 100, 241
18, 98, 239
17, 97, 238
20, 99, 240
22, 101, 242
23, 99, 241
20, 96, 238
21, 95, 237
22, 96, 238
24, 98, 240
25, 99, 241
25, 97, 239
23, 95, 237
28, 98, 241
25, 95, 238
24, 94, 237
26, 96, 239
29, 99, 242
30, 100, 243
29, 99, 242
27, 97, 240
26, 96, 239
27, 97, 240
28, 98, 241
29, 99, 242
29, 99, 242
28, 98, 241
27, 97, 240
26, 96, 239
24, 94, 237
25, 95, 238
28, 96, 239
29, 97, 240
29, 97, 240
28, 96, 239
6, 96, 244
6, 96, 244
5, 95, 243
7, 95, 243
6, 92, 238
8, 94, 238
9, 95, 239
10, 96, 240
11, 97, 241
12, 98, 242
13, 99, 243
15, 98, 243
19, 102, 247
18, 101, 246
17, 98, 243
15, 96, 241
15, 96, 241
16, 97, 242
18, 99, 244
19, 101, 243
18, 98, 239
21, 102, 241
22, 103, 242
21, 102, 241
20, 99, 239
19, 98, 238
23, 100, 240
25, 102, 242
27, 102, 242
25, 100, 240
25, 97, 238
26, 98, 239
29, 101, 242
30, 102, 243
29, 100, 241
26, 97, 238
28, 99, 240
26, 97, 238
25, 96, 237
26, 97, 238
29, 100, 241
31, 102, 243
29, 100, 241
27, 98, 239
26, 97, 238
27, 98, 239
29, 100, 241
30, 101, 242
30, 101, 242
29, 100, 241
27, 98, 239
26, 97, 238
24, 96, 238
25, 97, 239
27, 97, 240
27, 97, 240
27, 97, 240
27, 97, 240
28, 96, 239
27, 95, 238
1, 91, 239
3, 93, 241
5, 95, 243
6, 96, 244
6, 96, 244
6, 96, 244
8, 97, 242
7, 94, 238
8, 94, 238
9, 95, 239
10, 96, 240
11, 97, 241
15, 98, 243
15, 98, 243
18, 99, 244
17, 98, 243
18, 97, 242
16, 95, 240
15, 94, 239
17, 94, 240
19, 96, 242
22, 99, 245
24, 102, 245
20, 100, 241
22, 103, 242
24, 105, 244
23, 104, 243
21, 100, 240
20, 99, 239
24, 101, 241
26, 103, 243
29, 104, 244
26, 101, 241
27, 99, 240
28, 100, 241
30, 102, 243
31, 103, 244
30, 101, 242
28, 99, 240
28, 99, 240
26, 97, 238
25, 96, 237
26, 97, 238
30, 101, 242
31, 102, 243
30, 101, 242
28, 99, 240
25, 96, 237
27, 98, 239
29, 100, 241
30, 101, 242
30, 101, 242
29, 100, 241
27, 98, 239
25, 96, 237
24, 96, 238
25, 97, 239
27, 97, 240
28, 98, 241
28, 98, 241
27, 97, 240
28, 96, 239
27, 95, 238
26, 92, 235
24, 90, 233
5, 96, 241
3, 94, 239
2, 93, 238
2, 93, 238
1, 92, 237
3, 94, 239
5, 96, 241
6, 97, 242
6, 97, 242
5, 96, 241
3, 94, 239
3, 92, 237
7, 94, 238
8, 94, 236
7, 93, 235
5, 91, 233
5, 89, 231
8, 92, 234
17, 99, 241
25, 104, 247
21, 100, 243
21, 99, 242
21, 99, 242
21, 99, 242
23, 99, 242
22, 98, 241
22, 98, 241
22, 98, 240
25, 104, 244
24, 104, 241
23, 103, 240
23, 103, 240
25, 103, 240
25, 103, 240
28, 103, 241
29, 104, 242
33, 106, 244
31, 104, 242
30, 102, 240
28, 100, 238
28, 100, 238
30, 102, 240
34, 103, 242
36, 105, 244
39, 111, 249
34, 106, 244
30, 102, 240
28, 100, 238
29, 101, 239
31, 103, 241
30, 102, 240
29, 101, 239
30, 102, 240
29, 101, 239
29, 101, 239
31, 103, 241
35, 107, 245
35, 107, 245
32, 104, 242
29, 100, 241
27, 99, 241
